-	aktualisoiduttava	-	participle	10	-	-	-	+poss	-
-	aktualisoiduttava	-	participle	10	-	-	-	-	-
-	aktualisoimaton	-	participle	34	tt:t	-	-	-	-
-	aktualisoitava	-	participle	10	-	-	-	+poss	-
-	aktualisoitava	-	participle	10	-	-	-	-	-
-	aktualisoitumaton	-	participle	34	tt:t	-	-	-	-
-	aktualisoituva	-	participle	10	-	-	-	+poss	-
-	aktualisoituva	-	participle	10	-	-	-	-	-
-	aktualisoiva	-	participle	10	-	-	-	+poss	-
-	aktualisoiva	-	participle	10	-	-	-	-	-
-	akustoimaton	-	participle	34	tt:t	-	-	-	-
-	akustoitava	-	participle	10	-	-	-	+poss	-
-	akustoitava	-	participle	10	-	-	-	-	-
-	akustoiva	-	participle	10	-	-	-	-	-
-	akustoiva	-	participle	10	-	-	-	+poss	-
-	alenematon	-	participle	34	tt:t	-	-	-	-
-	aleneva	-	participle	10	-	-	-	+poss	-
-	aleneva	-	participle	10	-	-	-	-	-
-	alennettava	-	participle	10	-	-	-	-	-
