-	Läntelä	-	proper	12	-	-	-	-	-
-	Löytänä	-	proper	12	-	-	-	-	-
-	Löytö	-	proper	1	-	-	-	-	-
-	Löyä	-	proper	10	-	-	-	-	-
-	Maari	-	proper	5	-	-	-	-	-
-	Mahnala	-	proper	12	-	-	-	-	-
-	Mainua	-	proper	12	-	-	-	-	-
-	Maivala	-	proper	12	-	-	-	-	-
-	Malko	-	proper	1	-	-	-	-	-
-	Mallinkainen	-	proper	38	-	-	-	-	-
-	Manitoba	-	proper	10	-	-	-	-	-
-	Mankki	-	proper	5	kk:k	-	-	-	-
-	Marinkainen	-	proper	38	-	-	-	-	-
-	Marjala	-	proper	12	-	-	-	-	-
-	Markkina	-	proper	13	-	-	-	-	-
-	Martikkala	-	proper	12	-	-	-	-	-
-	Martoinen	-	proper	38	-	-	-	-	-
-	Marttala	-	proper	12	-	-	-	-	-
-	Masala	-	proper	12	-	-	-	-	-
-	Matala	-	proper	12	-	-	-	-	-
-	Matara	-	proper	12	-	-	-	-	-
-	Matari	-	proper	6	-	-	-	-	-
-	Mathildedal	-	proper	6	-	-	-	-	-
-	Matilda	-	proper	9	-	-	-	-	-
-	Matku	-	proper	1	-	-	-	-	-
-	Maukkula	-	proper	12	-	-	-	-	-
-	Maunuksela	-	proper	12	-	-	-	-	-
-	Mauriala	-	proper	9	-	-	-	-	-
-	Melkki	-	proper	5	kk:k	-	-	-	-
-	Meltola	-	proper	12	-	-	-	-	-
-	Menonen	-	proper	38	-	-	-	-	-
-	Mentula	-	proper	12	-	-	-	-	-
-	Mesilä	-	proper	12	-	-	-	-	-
-	Messilä	-	proper	12	-	-	-	-	-
-	Metsälä	-	proper	12	-	-	-	-	-
-	Miekkiö	-	proper	3	-	-	-	-	-
-	Mieltylä	-	proper	12	-	-	-	-	-
-	Miemala	-	proper	12	-	-	-	-	-
-	Miettilä	-	proper	12	-	-	-	-	-
-	Mikkelä	-	proper	12	-	-	-	-	-
-	Misi	-	proper	5	-	-	-	-	-
-	Moksi	-	proper	5	-	-	-	-	-
-	Monola	-	proper	12	-	-	-	-	-
-	Montola	-	proper	12	-	-	-	-	-
-	Mottinen	-	proper	38	-	-	-	-	-
-	Muhkuri	-	proper	6	-	-	-	-	-
-	Muhola	-	proper	12	-	-	-	-	-
-	Mukkula	-	proper	12	-	-	-	-	-
-	Mula	-	proper	10	-	-	-	-	-
-	Mulikka	-	proper	14	kk:k	-	-	-	-
-	Muljula	-	proper	12	-	-	-	-	-
-	Mullola	-	proper	12	-	-	-	-	-
-	Mulo	-	proper	1	-	-	-	-	-
